Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
Q8CHG7	reviewed	RPGF2_MOUSE	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	Rapgef2 Kiaa0313 Pdzgef1	Mus musculus (Mouse)
Q8CI15	reviewed	SPHK1_MOUSE	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)	Sphk1 Sk1	Mus musculus (Mouse)
Q8CI19	reviewed	PDGFC_MOUSE	Platelet-derived growth factor C (PDGF-C) (Fallotein) (Spinal cord-derived growth factor) (SCDGF) (VEGF-E) [Cleaved into: Platelet-derived growth factor C, latent form (PDGFC latent form); Platelet-derived growth factor C, receptor-binding form (PDGFC receptor-binding form)]	Pdgfc Scdgf	Mus musculus (Mouse)
Q8CI52	reviewed	ASTRC_MOUSE	Protein Aster-C (GRAM domain-containing protein 1C)	Gramd1c	Mus musculus (Mouse)
Q8CI85	reviewed	CAH12_MOUSE	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII)	Ca12 Car12	Mus musculus (Mouse)
Q8CIB5	reviewed	FERM2_MOUSE	Fermitin family homolog 2 (Kindlin-2) (Pleckstrin homology domain-containing family C member 1)	Fermt2 Plekhc1	Mus musculus (Mouse)
Q8CIF6	reviewed	SIDT2_MOUSE	SID1 transmembrane family member 2	Sidt2	Mus musculus (Mouse)
Q8CII9	reviewed	CRLF2_MOUSE	Cytokine receptor-like factor 2 (Cytokine receptor-like molecule 2) (CRLM-2) (Thymic stromal lymphopoietin protein receptor) (TSLP receptor) (Type I cytokine receptor delta 1)	Crlf2 Crlm2 Tpte2 Tslpr	Mus musculus (Mouse)
Q8CIR4	reviewed	TRPM6_MOUSE	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	Trpm6	Mus musculus (Mouse)
Q8CIW6	reviewed	S26A6_MOUSE	Solute carrier family 26 member 6 (Anion exchange transporter) (Chloride-formate exchanger) (Pendrin-L1) (Pendrin-like protein 1) (Putative anion transporter-1) (Pat-1)	Slc26a6 Cfex Pat1	Mus musculus (Mouse)
Q8CIZ9	reviewed	NOX1_MOUSE	NADPH oxidase 1 (NOX-1) (EC 1.6.3.-)	Nox1	Mus musculus (Mouse)
Q8CJ00	reviewed	NOXA1_MOUSE	NADPH oxidase activator 1	Noxa1	Mus musculus (Mouse)
Q8CJ12	reviewed	AGRG2_MOUSE	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Mouse epididymis-specific protein 6) (Me6)	Adgrg2 Gpr64 Me6	Mus musculus (Mouse)
Q8CJ26	reviewed	NRADD_MOUSE	Death domain-containing membrane protein NRADD (Neurotrophin receptor homolog-2) (NRH2) (Neurotrophin receptor-alike death domain protein)	Nradd	Mus musculus (Mouse)
Q8CJ53	reviewed	CIP4_MOUSE	Cdc42-interacting protein 4 (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)	Trip10 Cip4	Mus musculus (Mouse)
Q8CJC7	reviewed	KLRE1_MOUSE	Killer cell lectin-like receptor subfamily E member 1	Klre1 NKG2I	Mus musculus (Mouse)
Q8CJH3	reviewed	PLXB1_MOUSE	Plexin-B1	Plxnb1 Kiaa0407	Mus musculus (Mouse)
Q8HWB0	reviewed	HMR1_MOUSE	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein) (Class I histocompatibility antigen-like protein)	Mr1 Mr1a	Mus musculus (Mouse)
Q8HWE5	reviewed	MILL2_MOUSE	MHC class I-like protein MILL2 (MHC class I-like located near the leukocyte receptor complex 2)	Mill2	Mus musculus (Mouse)
Q8HWE7	reviewed	MILL1_MOUSE	MHC class I-like protein MILL1 (MHC class I-like located near the leukocyte receptor complex 1)	Mill1	Mus musculus (Mouse)
Q8JZL1	reviewed	I17RD_MOUSE	Interleukin-17 receptor D (IL-17 receptor D) (IL-17RD) (Interleukin-17 receptor-like protein) (Sef homolog) (mSef)	Il17rd Il17rlm Sef	Mus musculus (Mouse)
Q8JZL2	reviewed	MCHR1_MOUSE	Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein)	Mchr1 Gpr24 Slc1	Mus musculus (Mouse)
Q8JZM4	reviewed	DNER_MOUSE	Delta and Notch-like epidermal growth factor-related receptor (Brain EGF repeat-containing transmembrane protein)	Dner Bet Bret	Mus musculus (Mouse)
Q8JZM8	reviewed	MUC4_MOUSE	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]	Muc4	Mus musculus (Mouse)
Q8JZQ5	reviewed	AOC1_MOUSE	Diamine oxidase [copper-containing] (Diamine oxidase) (EC 1.4.3.22) (Amine oxidase copper domain-containing protein 1) (Histaminase)	Aoc1 Abp1	Mus musculus (Mouse)
Q8JZR0	reviewed	ACSL5_MOUSE	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5)	Acsl5 Facl5	Mus musculus (Mouse)
Q8JZR4	reviewed	EAA5_MOUSE	Excitatory amino acid transporter 5 (Solute carrier family 1 member 7)	Slc1a7	Mus musculus (Mouse)
Q8JZR6	reviewed	S4A8_MOUSE	Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na+-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3)	Slc4a8 Kiaa0739 Ndcbe	Mus musculus (Mouse)
Q8JZS0	reviewed	LIN7A_MOUSE	Protein lin-7 homolog A (Lin-7A) (mLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Vertebrate lin-7 homolog 1) (Veli-1)	Lin7a Mals1 Veli1	Mus musculus (Mouse)
Q8K012	reviewed	FBP1L_MOUSE	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	Fnbp1l Toca1	Mus musculus (Mouse)
Q8K078	reviewed	SO4A1_MOUSE	Solute carrier organic anion transporter family member 4A1 (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12)	Slco4a1 Oatp4a1 Oatpe Slc21a12	Mus musculus (Mouse)
Q8K087	reviewed	CML2_MOUSE	Chemerin-like receptor 2 (Chemerin chemokine-like receptor 2) (Chemokine-like receptor 2) (G-protein coupled receptor 1)	Cmklr2 Gpr1	Mus musculus (Mouse)
Q8K097	reviewed	LFG2_MOUSE	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35)	Faim2 Kiaa0950 Lfg Lfg2 Nmp35	Mus musculus (Mouse)
Q8K0B2	reviewed	LMBD1_MOUSE	Lysosomal cobalamin transport escort protein LMBD1 (LMBD1) (LMBR1 domain-containing protein 1) (Protein N90b)	Lmbrd1	Mus musculus (Mouse)
Q8K0H1	reviewed	S47A1_MOUSE	Multidrug and toxin extrusion protein 1 (MATE-1) (mMATE-1) (Solute carrier family 47 member 1)	Slc47a1 Mate1	Mus musculus (Mouse)
Q8K0L2	reviewed	ENTP8_MOUSE	Ectonucleoside triphosphate diphosphohydrolase 8 (E-NTPDase 8) (NTPDase 8) (NTPDase8) (EC 3.6.1.5)	Entpd8	Mus musculus (Mouse)
Q8K0S5	reviewed	R4RL1_MOUSE	Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3)	Rtn4rl1 Ngrl2	Mus musculus (Mouse)
Q8K0T7	reviewed	UN13C_MOUSE	Protein unc-13 homolog C (Munc13-3)	Unc13c	Mus musculus (Mouse)
Q8K0V2	reviewed	DCNL3_MOUSE	DCN1-like protein 3 (DCNL3) (DCUN1 domain-containing protein 3) (Defective in cullin neddylation protein 1-like protein 3) (Squamous cell carcinoma-related oncogene 3) (SCCRO3)	Dcun1d3 SCCRO3	Mus musculus (Mouse)
Q8K0X8	reviewed	FEZ1_MOUSE	Fasciculation and elongation protein zeta-1 (Zygin I) (Zygin-1)	Fez1	Mus musculus (Mouse)
Q8K135	reviewed	K319L_MOUSE	Dyslexia-associated protein KIAA0319-like protein (Adeno-associated virus receptor) (AAVR)	Kiaa0319l Aavr	Mus musculus (Mouse)
Q8K1G2	reviewed	LBN_MOUSE	Limbin	Evc2 Lbn	Mus musculus (Mouse)
Q8K1M6	reviewed	DNM1L_MOUSE	Dynamin-1-like protein (EC 3.6.5.5) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-related protein 1)	Dnm1l Drp1	Mus musculus (Mouse)
Q8K1S2	reviewed	UNC5D_MOUSE	Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D)	Unc5d Unc5h4	Mus musculus (Mouse)
Q8K1S3	reviewed	UNC5B_MOUSE	Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B)	Unc5b Unc5h2	Mus musculus (Mouse)
Q8K1S4	reviewed	UNC5A_MOUSE	Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A)	Unc5a Kiaa1976 Unc5h1	Mus musculus (Mouse)
Q8K1S6	reviewed	SPIR2_MOUSE	Protein spire homolog 2 (Spir-2)	Spire2 spir-2	Mus musculus (Mouse)
Q8K1T6	reviewed	LY66E_MOUSE	Lymphocyte antigen 6G6e (Lymphocyte antigen 6 complex locus protein G6e)	Ly6g6e	Mus musculus (Mouse)
Q8K1Z6	reviewed	GPR18_MOUSE	N-arachidonyl glycine receptor (NAGly receptor) (G-protein coupled receptor 18)	Gpr18	Mus musculus (Mouse)
Q8K209	reviewed	AGRG1_MOUSE	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	Adgrg1 Cyt28 Gpr56	Mus musculus (Mouse)
Q8K211	reviewed	COPT1_MOUSE	High affinity copper uptake protein 1 (Copper transporter 1) (CTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form]	Slc31a1 Ctr1	Mus musculus (Mouse)
Q8K299	reviewed	SCAR5_MOUSE	Scavenger receptor class A member 5	Scara5	Mus musculus (Mouse)
Q8K2G4	reviewed	BBS7_MOUSE	Bardet-Biedl syndrome 7 protein homolog (BBS2-like protein 1)	Bbs7 Bbs2l1	Mus musculus (Mouse)
Q8K2P7	reviewed	S38A1_MOUSE	Sodium-coupled neutral amino acid symporter 1 (Amino acid transporter A1) (MNat2) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	Slc38a1 Nat2 Snat1	Mus musculus (Mouse)
Q8K2X1	reviewed	AT10D_MOUSE	Phospholipid-transporting ATPase VD (EC 7.6.2.1) (ATPase class V type 10D) (P4-ATPase flippase complex alpha subunit ATP10D)	Atp10d	Mus musculus (Mouse)
Q8K377	reviewed	LRRT1_MOUSE	Leucine-rich repeat transmembrane neuronal protein 1	Lrrtm1	Mus musculus (Mouse)
Q8K382	reviewed	DEN1A_MOUSE	DENN domain-containing protein 1A (Connecdenn 1) (Connecdenn)	Dennd1a	Mus musculus (Mouse)
Q8K3B1	reviewed	FBSP1_MOUSE	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (mFbxo45)	Fbxo45	Mus musculus (Mouse)
Q8K3F6	reviewed	KCNQ3_MOUSE	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)	Kcnq3	Mus musculus (Mouse)
Q8K3G9	reviewed	DP13B_MOUSE	DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)	Appl2 Dip13b Dip3b	Mus musculus (Mouse)
Q8K3P1	reviewed	P2RX2_MOUSE	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)	P2rx2 P2x2	Mus musculus (Mouse)
Q8K3Z0	reviewed	NOD2_MOUSE	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15)	Nod2 Card15	Mus musculus (Mouse)
Q8K400	reviewed	STXB5_MOUSE	Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)	Stxbp5 Kiaa4253 Llgl3	Mus musculus (Mouse)
Q8K440	reviewed	ABC8B_MOUSE	ABC-type organic anion transporter ABCA8B (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8B)	Abca8b Abca8 Kiaa0822	Mus musculus (Mouse)
Q8K442	reviewed	ABC8A_MOUSE	ABC-type organic anion transporter ABCA8A (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8A)	Abca8a	Mus musculus (Mouse)
Q8K445	reviewed	CLRN1_MOUSE	Clarin-1 (Usher syndrome type-3 protein homolog)	Clrn1 Ush3a	Mus musculus (Mouse)
Q8K448	reviewed	ABCA5_MOUSE	Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5)	Abca5 Kiaa1888	Mus musculus (Mouse)
Q8K480	reviewed	MFRP_MOUSE	Membrane frizzled-related protein (Membrane-type frizzled-related protein)	Mfrp	Mus musculus (Mouse)
Q8K4B4	reviewed	IL23R_MOUSE	Interleukin-23 receptor (IL-23 receptor) (IL-23R)	Il23r	Mus musculus (Mouse)
Q8K4C2	reviewed	I17RC_MOUSE	Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14)	Il17rc	Mus musculus (Mouse)
Q8K4D3	reviewed	S36A1_MOUSE	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (Solute carrier family 36 member 1)	Slc36a1 Pat1	Mus musculus (Mouse)
Q8K4F0	reviewed	CD226_MOUSE	CD226 antigen (Platelet and T-cell activation antigen 1) (CD antigen CD226)	Cd226 Pta1	Mus musculus (Mouse)
Q8K4L3	reviewed	SVIL_MOUSE	Supervillin (Archvillin) (p205/p250)	Svil	Mus musculus (Mouse)
Q8K4Q7	reviewed	CERK1_MOUSE	Ceramide kinase (mCERK) (EC 2.7.1.138) (Acylsphingosine kinase)	Cerk	Mus musculus (Mouse)
Q8K4S1	reviewed	PLCE1_MOUSE	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)	Plce1 Kiaa1516 Plce	Mus musculus (Mouse)
Q8K4Z2	reviewed	FNDC5_MOUSE	Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) (Peroxisomal protein) (PeP) [Cleaved into: Irisin]	Fndc5 Frcp2 Pep	Mus musculus (Mouse)
Q8K4Z6	reviewed	GPC6A_MOUSE	G-protein coupled receptor family C group 6 member A	Gprc6a	Mus musculus (Mouse)
Q8K558	reviewed	TRML1_MOUSE	Trem-like transcript 1 protein (TLT-1) (Triggering receptor expressed on myeloid cells-like protein 1)	Treml1 Tlt1	Mus musculus (Mouse)
Q8K595	reviewed	MCLN2_MOUSE	Mucolipin-2 (Transient receptor potential channel mucolipin 2) (TRPML2)	Mcoln2	Mus musculus (Mouse)
Q8K596	reviewed	NAC2_MOUSE	Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2)	Slc8a2 Ncx2	Mus musculus (Mouse)
Q8K5B1	reviewed	IL31R_MOUSE	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (GLM-R) (mGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (Novel cytokine receptor 10) (NR10) (ZcytoR17)	Il31ra Glmr	Mus musculus (Mouse)
Q8QZT4	reviewed	CRUM3_MOUSE	Protein crumbs homolog 3	Crb3	Mus musculus (Mouse)
Q8QZY6	reviewed	TSN14_MOUSE	Tetraspanin-14 (Tspan-14) (Transmembrane 4 superfamily member 14)	Tspan14 D14Ertd226e Tm4sf14	Mus musculus (Mouse)
Q8QZZ8	reviewed	RAB38_MOUSE	Ras-related protein Rab-38	Rab38	Mus musculus (Mouse)
Q8R000	reviewed	OSTA_MOUSE	Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)	Slc51a Osta	Mus musculus (Mouse)
Q8R007	reviewed	NECT4_MOUSE	Nectin-4 (Ig superfamily receptor LNIR) (Nectin cell adhesion molecule 4) (Poliovirus receptor-related protein 4)	Nectin4 Lnir Prr4 Pvrl4	Mus musculus (Mouse)
Q8R0I0	reviewed	ACE2_MOUSE	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (EC 3.4.17.-) [Cleaved into: Processed angiotensin-converting enzyme 2]	Ace2	Mus musculus (Mouse)
Q8R0S9	reviewed	S22AM_MOUSE	Solute carrier family 22 member 22 (Prostaglandin-specific organic anion transporter)	Slc22a22 Oat-pg	Mus musculus (Mouse)
Q8R0W0	reviewed	EPIPL_MOUSE	Epiplakin	Eppk1 EPPK	Mus musculus (Mouse)
Q8R138	reviewed	TM119_MOUSE	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	Tmem119	Mus musculus (Mouse)
Q8R139	reviewed	S29A4_MOUSE	Equilibrative nucleoside transporter 4 (mENT4) (Plasma membrane monoamine transporter) (PMAT) (Solute carrier family 29 member 4)	Slc29a4 Ent4 pmat	Mus musculus (Mouse)
Q8R183	reviewed	TIMD2_MOUSE	T-cell immunoglobulin and mucin domain-containing protein 2 (TIMD-2) (T-cell immunoglobulin mucin receptor 2) (TIM-2) (T-cell membrane protein 2)	Timd2 Tim2	Mus musculus (Mouse)
Q8R1B0	reviewed	STAC2_MOUSE	SH3 and cysteine-rich domain-containing protein 2 (24b2/STAC2) (Src homology 3 and cysteine-rich domain-containing protein 2)	Stac2	Mus musculus (Mouse)
Q8R1B5	reviewed	CPLX3_MOUSE	Complexin-3 (Complexin III) (CPX III)	Cplx3	Mus musculus (Mouse)
Q8R1S9	reviewed	S38A4_MOUSE	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3)	Slc38a4 Ata3 Nat3 Snat4	Mus musculus (Mouse)
Q8R2N1	reviewed	AQP3_MOUSE	Aquaporin-3 (AQP-3) (Aquaglyceroporin-3)	Aqp3	Mus musculus (Mouse)
Q8R2Q8	reviewed	BST2_MOUSE	Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (CD antigen CD317)	Bst2	Mus musculus (Mouse)
Q8R2S8	reviewed	CD177_MOUSE	CD177 antigen (CD antigen CD177)	Cd177	Mus musculus (Mouse)
Q8R2Z3	reviewed	S26A7_MOUSE	Anion exchange transporter (Solute carrier family 26 member 7)	Slc26a7	Mus musculus (Mouse)
Q8R317	reviewed	UBQL1_MOUSE	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1)	Ubqln1 Plic1	Mus musculus (Mouse)
Q8R366	reviewed	IGSF8_MOUSE	Immunoglobulin superfamily member 8 (IgSF8) (CD81 partner 3) (Glu-Trp-Ile EWI motif-containing protein 2) (EWI-2) (Keratinocyte-associated transmembrane protein 4) (KCT-4) (Prostaglandin regulatory-like protein) (PGRL) (CD antigen CD316)	Igsf8 Ewi2 Kct4 Pgrl	Mus musculus (Mouse)
Q8R373	reviewed	CLMP_MOUSE	CXADR-like membrane protein (Adipocyte adhesion molecule) (Adipocyte-specific protein 5) (Coxsackie- and adenovirus receptor-like membrane protein) (CAR-like membrane protein)	Clmp Acam Asam Asp5	Mus musculus (Mouse)
Q8R3L5	reviewed	SO3A1_MOUSE	Solute carrier organic anion transporter family member 3A1 (MJAM) (Organic anion-transporting polypeptide D) (OATP-D) (Sodium-independent organic anion transporter D) (Solute carrier family 21 member 11)	Slco3a1 Oatp3a1 Oatpd Slc21a11	Mus musculus (Mouse)
Q8R3S2	reviewed	TSN33_MOUSE	Tetraspanin-33 (Tspan-33) (Penumbra) (mPen) (Proerythroblast new membrane)	Tspan33 Pen	Mus musculus (Mouse)
Q8R3U1	reviewed	PLAT3_MOUSE	Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A2) (H-rev 107 protein homolog) (HRAS-like suppressor 3) (HRSL3)	Plaat3 H-rev107 Hrasls3 Hrev107 Pla2g16	Mus musculus (Mouse)
Q8R3Z5	reviewed	CACB1_MOUSE	Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1)	Cacnb1 Cacnlb1	Mus musculus (Mouse)
Q8R422	reviewed	CD109_MOUSE	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)	Cd109	Mus musculus (Mouse)
Q8R493	reviewed	ACHB4_MOUSE	Neuronal acetylcholine receptor subunit beta-4	Chrnb4 Acrb4	Mus musculus (Mouse)
Q8R4D1	reviewed	SL9A8_MOUSE	Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8)	Slc9a8 Nhe8	Mus musculus (Mouse)
Q8R4D5	reviewed	TRPM8_MOUSE	Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)	Trpm8 Ltrpc6 Trpp8	Mus musculus (Mouse)
Q8R4F0	reviewed	MCLN3_MOUSE	Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3)	Mcoln3	Mus musculus (Mouse)
Q8R4F1	reviewed	NTNG2_MOUSE	Netrin-G2 (Laminet-2)	Ntng2 Lmnt2	Mus musculus (Mouse)
Q8R4G0	reviewed	NTNG1_MOUSE	Netrin-G1 (Laminet-1)	Ntng1 Kiaa0976 Lmnt1	Mus musculus (Mouse)
Q8R4G9	reviewed	ACHA3_MOUSE	Neuronal acetylcholine receptor subunit alpha-3	Chrna3	Mus musculus (Mouse)
Q8R4I7	reviewed	NETO1_MOUSE	Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1)	Neto1 Btcl1	Mus musculus (Mouse)
Q8R4L0	reviewed	SLAP2_MOUSE	Src-like-adapter 2 (Src-like adapter protein 2) (SLAP-2)	Sla2	Mus musculus (Mouse)
Q8R4P4	reviewed	TMC2_MOUSE	Transmembrane channel-like protein 2 (Transmembrane cochlear-expressed protein 2)	Tmc2	Mus musculus (Mouse)
Q8R4P5	reviewed	TMC1_MOUSE	Transmembrane channel-like protein 1 (Beethoven protein) (Deafness protein) (Transmembrane cochlear-expressed protein 1)	Tmc1 Bth dn	Mus musculus (Mouse)
Q8R4P9	reviewed	MRP7_MOUSE	ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)	Abcc10 Mrp7	Mus musculus (Mouse)
Q8R4T1	reviewed	CYS1_MOUSE	Cystin-1 (Cilia-associated protein)	Cys1	Mus musculus (Mouse)
Q8R4T9	reviewed	UT2_MOUSE	Urea transporter 2 (Solute carrier family 14 member 2) (Urea transporter, kidney)	Slc14a2 Ut2	Mus musculus (Mouse)
Q8R4U0	reviewed	STAB2_MOUSE	Stabilin-2 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) [Cleaved into: Short form stabilin-2]	Stab2 Feel2 Hare	Mus musculus (Mouse)
Q8R4V1	reviewed	NFAM1_MOUSE	NFAT activation molecule 1 (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1)	Nfam1 Cnaip	Mus musculus (Mouse)
Q8R4V2	reviewed	DUS15_MOUSE	Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase T-DSP10)	Dusp15	Mus musculus (Mouse)
Q8R502	reviewed	LRC8C_MOUSE	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	Lrrc8c Ad158 Fad158	Mus musculus (Mouse)
Q8R526	reviewed	PK1L1_MOUSE	Polycystin-1-like protein 1 (Polycystin-1L1) (PC1-like 1 protein) (Polycystic kidney disease protein 1-like 1) (Protein rikishi)	Pkd1l1 Rks	Mus musculus (Mouse)
Q8R527	reviewed	RHOQ_MOUSE	Rho-related GTP-binding protein RhoQ (Ras-like protein TC10)	Rhoq Arhq Tc10	Mus musculus (Mouse)
Q8R5A3	reviewed	AB1IP_MOUSE	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 48)	Apbb1ip Prel1	Mus musculus (Mouse)
Q8R5G7	reviewed	ARAP3_MOUSE	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 (Centaurin-delta-3) (Cnt-d3) (Dual specificity Rho- and Arf-GTPase-activating protein 1)	Arap3 Centd3 Drag1 Kiaa4097	Mus musculus (Mouse)
Q8R5J9	reviewed	PRAF3_MOUSE	PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Addicsin) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (Prenylated Rab acceptor protein 2) (Protein JWa)	Arl6ip5 Aip5 Jwa Pra2 Praf3	Mus musculus (Mouse)
Q8R5M8	reviewed	CADM1_MOUSE	Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1)	Cadm1 Igsf4 Necl2 Ra175 Syncam SynCam1 Tslc1	Mus musculus (Mouse)
Q8VBT3	reviewed	OSCAR_MOUSE	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (mOSCAR) (Ocl178)	Oscar	Mus musculus (Mouse)
Q8VBV8	reviewed	GUC1B_MOUSE	Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B)	Guca1b	Mus musculus (Mouse)
Q8VBV9	reviewed	O51E2_MOUSE	Olfactory receptor 51E2 (Olfactory receptor 78)	Or51e2 Mol2.3 Olfr78 Psgr	Mus musculus (Mouse)
